Client,RiskTolerance,Region,TotalInvestment,YearsOfInvestmentExperience,AnnualFeeRate,TotalServiceFee,TotalServiceCost,NetIncome,ProfitMargin,Service,AvgAnnualReturn,AnnualReturnVolatility,Liquidity,TotalValue,AvgAnnualFeeRate,ServiceTotalServiceFee,ServiceTotalServiceCost,ProfitMargin,Score,AdjustedScore,AllocPercent
client33,low,North America,492957537.2,25,0.7,3450702.76,3204223.99,246478.77,7.14,service11,2.17,11.63,middle,3441100602,2.1,72263112.64,57588521.39,20.31,94.639125,3,3.03
client33,low,North America,492957537.2,25,0.7,3450702.76,3204223.99,246478.77,7.14,service12,2.54,4.55,high,8795604396,5.26,462648791.2,325353376.5,29.68,54.20713494,2,4.39
client33,low,North America,492957537.2,25,0.7,3450702.76,3204223.99,246478.77,7.14,service14,2.17,4.77,low,8389937107,2.13,178705660.4,161776511.8,9.47,71.15067414,2,1.26
client33,low,North America,492957537.2,25,0.7,3450702.76,3204223.99,246478.77,7.14,service16,1.75,2.48,middle,16137096774,2.84,458293548.4,372375888.4,18.75,34.31071261,1,6.66
client33,low,North America,492957537.2,25,0.7,3450702.76,3204223.99,246478.77,7.14,service22,2.8,6.08,high,6582236842,3.91,257365460.5,188945517,26.58,68.096,2,2.5
client33,low,North America,492957537.2,25,0.7,3450702.76,3204223.99,246478.77,7.14,service23,2,10.64,low,3761278195,1.63,61308834.59,55116260.04,10.1,95.76,3,9.53
client33,low,North America,492957537.2,25,0.7,3450702.76,3204223.99,246478.77,7.14,service24,2.85,5.85,middle,6841025641,2.27,155291282.1,125593201.6,19.12,85.92809818,3,1.01
client33,low,North America,492957537.2,25,0.7,3450702.76,3204223.99,246478.77,7.14,service25,2.67,2.64,high,15159090909,2.9,439613636.4,312968084.2,28.81,43.45172142,1,6.77
client33,low,North America,492957537.2,25,0.7,3450702.76,3204223.99,246478.77,7.14,service27,2.85,5.94,high,6737373737,3.96,266800000,189189680.6,29.09,69.80005514,2,9.49
client33,low,North America,492957537.2,25,0.7,3450702.76,3204223.99,246478.77,7.14,service28,2.29,9.53,middle,4199370409,1.99,83567471.14,67305264.56,19.46,86.26574872,3,6.36
client33,low,North America,492957537.2,25,0.7,3450702.76,3204223.99,246478.77,7.14,service31,3.86,4.41,high,9074829932,2.87,260447619.1,175002739.2,32.81,81.63752169,3,3.37
client33,low,North America,492957537.2,25,0.7,3450702.76,3204223.99,246478.77,7.14,service33,1.98,10.63,low,3764816557,1.89,71155032.93,64054056.52,9.98,94.7133,3,0.12
client34,low,North America,507422655.9,25,0.7,3551958.59,3298247.26,253711.33,7.14,service1,2.06,10.63,middle,3764816557,2.19,82449482.6,65930902.65,20.03,82.11675,3,6.12
client34,low,North America,507422655.9,25,0.7,3551958.59,3298247.26,253711.33,7.14,service2,1.79,9.74,middle,4108829569,2.81,115458110.9,90618360.94,21.51,68.91630762,2,4.33
client34,low,North America,507422655.9,25,0.7,3551958.59,3298247.26,253711.33,7.14,service4,1.87,10.7,low,3740186916,1.79,66949345.79,60281080.41,9.96,90.0405,3,3.17
client34,low,North America,507422655.9,25,0.7,3551958.59,3298247.26,253711.33,7.14,service5,1.93,6.4,low,6253125000,1.81,113181562.5,102474871.2,9.46,74.112,2,6.28
client34,low,North America,507422655.9,25,0.7,3551958.59,3298247.26,253711.33,7.14,service7,2.59,5.77,high,6935875217,4.07,282290121.3,192438628.8,31.83,61.6169274,2,2.36
client34,low,North America,507422655.9,25,0.7,3551958.59,3298247.26,253711.33,7.14,service8,1.74,10.31,low,3881668283,1.86,72199030.07,65027614.65,9.93,85.09404579,3,4.51
client34,low,North America,507422655.9,25,0.7,3551958.59,3298247.26,253711.33,7.14,service9,2.08,4,middle,10005000000,2.23,223111500,188990814.7,15.29,52,2,6.66
client34,low,North America,507422655.9,25,0.7,3551958.59,3298247.26,253711.33,7.14,service11,2.17,11.63,middle,3441100602,2.1,72263112.64,57588521.39,20.31,94.639125,3,8.48
client34,low,North America,507422655.9,25,0.7,3551958.59,3298247.26,253711.33,7.14,service12,2.54,4.55,high,8795604396,5.26,462648791.2,325353376.5,29.68,54.20713494,2,0.58
client34,low,North America,507422655.9,25,0.7,3551958.59,3298247.26,253711.33,7.14,service14,2.17,4.77,low,8389937107,2.13,178705660.4,161776511.8,9.47,71.15067414,2,0.49
client34,low,North America,507422655.9,25,0.7,3551958.59,3298247.26,253711.33,7.14,service16,1.75,2.48,middle,16137096774,2.84,458293548.4,372375888.4,18.75,34.31071261,1,1.27
client34,low,North America,507422655.9,25,0.7,3551958.59,3298247.26,253711.33,7.14,service22,2.8,6.08,high,6582236842,3.91,257365460.5,188945517,26.58,68.096,2,0.35
client34,low,North America,507422655.9,25,0.7,3551958.59,3298247.26,253711.33,7.14,service23,2,10.64,low,3761278195,1.63,61308834.59,55116260.04,10.1,95.76,3,2.23
client34,low,North America,507422655.9,25,0.7,3551958.59,3298247.26,253711.33,7.14,service24,2.85,5.85,middle,6841025641,2.27,155291282.1,125593201.6,19.12,85.92809818,3,5.81
client34,low,North America,507422655.9,25,0.7,3551958.59,3298247.26,253711.33,7.14,service25,2.67,2.64,high,15159090909,2.9,439613636.4,312968084.2,28.81,43.45172142,1,0.29
client34,low,North America,507422655.9,25,0.7,3551958.59,3298247.26,253711.33,7.14,service27,2.85,5.94,high,6737373737,3.96,266800000,189189680.6,29.09,69.80005514,2,8.99
client34,low,North America,507422655.9,25,0.7,3551958.59,3298247.26,253711.33,7.14,service28,2.29,9.53,middle,4199370409,1.99,83567471.14,67305264.56,19.46,86.26574872,3,0.8
client34,low,North America,507422655.9,25,0.7,3551958.59,3298247.26,253711.33,7.14,service31,3.86,4.41,high,9074829932,2.87,260447619.1,175002739.2,32.81,81.63752169,3,6.63
client34,low,North America,507422655.9,25,0.7,3551958.59,3298247.26,253711.33,7.14,service33,1.98,10.63,low,3764816557,1.89,71155032.93,64054056.52,9.98,94.7133,3,4.04
client35,low,North America,506681774.7,34,0.5,2533408.87,3293431.54,-760022.67,-30,service1,2.06,10.63,middle,3764816557,2.19,82449482.6,65930902.65,20.03,82.11675,3,4.42
client35,low,North America,506681774.7,34,0.5,2533408.87,3293431.54,-760022.67,-30,service2,1.79,9.74,middle,4108829569,2.81,115458110.9,90618360.94,21.51,68.91630762,2,6.12
client35,low,North America,506681774.7,34,0.5,2533408.87,3293431.54,-760022.67,-30,service4,1.87,10.7,low,3740186916,1.79,66949345.79,60281080.41,9.96,90.0405,3,2.67
client35,low,North America,506681774.7,34,0.5,2533408.87,3293431.54,-760022.67,-30,service5,1.93,6.4,low,6253125000,1.81,113181562.5,102474871.2,9.46,74.112,2,5.53
client35,low,North America,506681774.7,34,0.5,2533408.87,3293431.54,-760022.67,-30,service7,2.59,5.77,high,6935875217,4.07,282290121.3,192438628.8,31.83,61.6169274,2,0.28
client35,low,North America,506681774.7,34,0.5,2533408.87,3293431.54,-760022.67,-30,service8,1.74,10.31,low,3881668283,1.86,72199030.07,65027614.65,9.93,85.09404579,3,4.49
client35,low,North America,506681774.7,34,0.5,2533408.87,3293431.54,-760022.67,-30,service9,2.08,4,middle,10005000000,2.23,223111500,188990814.7,15.29,52,2,2.84
client35,low,North America,506681774.7,34,0.5,2533408.87,3293431.54,-760022.67,-30,service11,2.17,11.63,middle,3441100602,2.1,72263112.64,57588521.39,20.31,94.639125,3,1.78
client35,low,North America,506681774.7,34,0.5,2533408.87,3293431.54,-760022.67,-30,service12,2.54,4.55,high,8795604396,5.26,462648791.2,325353376.5,29.68,54.20713494,2,2.41
client35,low,North America,506681774.7,34,0.5,2533408.87,3293431.54,-760022.67,-30,service14,2.17,4.77,low,8389937107,2.13,178705660.4,161776511.8,9.47,71.15067414,2,6.7
client35,low,North America,506681774.7,34,0.5,2533408.87,3293431.54,-760022.67,-30,service16,1.75,2.48,middle,16137096774,2.84,458293548.4,372375888.4,18.75,34.31071261,1,9.87
client35,low,North America,506681774.7,34,0.5,2533408.87,3293431.54,-760022.67,-30,service22,2.8,6.08,high,6582236842,3.91,257365460.5,188945517,26.58,68.096,2,3.07
client35,low,North America,506681774.7,34,0.5,2533408.87,3293431.54,-760022.67,-30,service23,2,10.64,low,3761278195,1.63,61308834.59,55116260.04,10.1,95.76,3,5.34
client35,low,North America,506681774.7,34,0.5,2533408.87,3293431.54,-760022.67,-30,service24,2.85,5.85,middle,6841025641,2.27,155291282.1,125593201.6,19.12,85.92809818,3,4.25
client35,low,North America,506681774.7,34,0.5,2533408.87,3293431.54,-760022.67,-30,service25,2.67,2.64,high,15159090909,2.9,439613636.4,312968084.2,28.81,43.45172142,1,2.95
client35,low,North America,506681774.7,34,0.5,2533408.87,3293431.54,-760022.67,-30,service27,2.85,5.94,high,6737373737,3.96,266800000,189189680.6,29.09,69.80005514,2,2.27
client35,low,North America,506681774.7,34,0.5,2533408.87,3293431.54,-760022.67,-30,service28,2.29,9.53,middle,4199370409,1.99,83567471.14,67305264.56,19.46,86.26574872,3,9.36
client35,low,North America,506681774.7,34,0.5,2533408.87,3293431.54,-760022.67,-30,service31,3.86,4.41,high,9074829932,2.87,260447619.1,175002739.2,32.81,81.63752169,3,7.8
client35,low,North America,506681774.7,34,0.5,2533408.87,3293431.54,-760022.67,-30,service33,1.98,10.63,low,3764816557,1.89,71155032.93,64054056.52,9.98,94.7133,3,4.9
client36,low,North America,502432433.6,33,0.5,2512162.17,3265810.82,-753648.65,-30,service1,2.06,10.63,middle,3764816557,2.19,82449482.6,65930902.65,20.03,82.11675,3,7.9
client36,low,North America,502432433.6,33,0.5,2512162.17,3265810.82,-753648.65,-30,service2,1.79,9.74,middle,4108829569,2.81,115458110.9,90618360.94,21.51,68.91630762,2,2.93
client36,low,North America,502432433.6,33,0.5,2512162.17,3265810.82,-753648.65,-30,service4,1.87,10.7,low,3740186916,1.79,66949345.79,60281080.41,9.96,90.0405,3,6.24
client36,low,North America,502432433.6,33,0.5,2512162.17,3265810.82,-753648.65,-30,service5,1.93,6.4,low,6253125000,1.81,113181562.5,102474871.2,9.46,74.112,2,5.76
client36,low,North America,502432433.6,33,0.5,2512162.17,3265810.82,-753648.65,-30,service7,2.59,5.77,high,6935875217,4.07,282290121.3,192438628.8,31.83,61.6169274,2,3.76
client36,low,North America,502432433.6,33,0.5,2512162.17,3265810.82,-753648.65,-30,service8,1.74,10.31,low,3881668283,1.86,72199030.07,65027614.65,9.93,85.09404579,3,9.39
client36,low,North America,502432433.6,33,0.5,2512162.17,3265810.82,-753648.65,-30,service9,2.08,4,middle,10005000000,2.23,223111500,188990814.7,15.29,52,2,4.74
client36,low,North America,502432433.6,33,0.5,2512162.17,3265810.82,-753648.65,-30,service11,2.17,11.63,middle,3441100602,2.1,72263112.64,57588521.39,20.31,94.639125,3,9.9
client36,low,North America,502432433.6,33,0.5,2512162.17,3265810.82,-753648.65,-30,service12,2.54,4.55,high,8795604396,5.26,462648791.2,325353376.5,29.68,54.20713494,2,8.57
client36,low,North America,502432433.6,33,0.5,2512162.17,3265810.82,-753648.65,-30,service14,2.17,4.77,low,8389937107,2.13,178705660.4,161776511.8,9.47,71.15067414,2,8.35
client36,low,North America,502432433.6,33,0.5,2512162.17,3265810.82,-753648.65,-30,service16,1.75,2.48,middle,16137096774,2.84,458293548.4,372375888.4,18.75,34.31071261,1,9.1
client36,low,North America,502432433.6,33,0.5,2512162.17,3265810.82,-753648.65,-30,service22,2.8,6.08,high,6582236842,3.91,257365460.5,188945517,26.58,68.096,2,4.01
client36,low,North America,502432433.6,33,0.5,2512162.17,3265810.82,-753648.65,-30,service23,2,10.64,low,3761278195,1.63,61308834.59,55116260.04,10.1,95.76,3,8.1
client36,low,North America,502432433.6,33,0.5,2512162.17,3265810.82,-753648.65,-30,service24,2.85,5.85,middle,6841025641,2.27,155291282.1,125593201.6,19.12,85.92809818,3,9.34
client36,low,North America,502432433.6,33,0.5,2512162.17,3265810.82,-753648.65,-30,service25,2.67,2.64,high,15159090909,2.9,439613636.4,312968084.2,28.81,43.45172142,1,5.65
client36,low,North America,502432433.6,33,0.5,2512162.17,3265810.82,-753648.65,-30,service27,2.85,5.94,high,6737373737,3.96,266800000,189189680.6,29.09,69.80005514,2,3.08
client36,low,North America,502432433.6,33,0.5,2512162.17,3265810.82,-753648.65,-30,service28,2.29,9.53,middle,4199370409,1.99,83567471.14,67305264.56,19.46,86.26574872,3,0.51
client36,low,North America,502432433.6,33,0.5,2512162.17,3265810.82,-753648.65,-30,service31,3.86,4.41,high,9074829932,2.87,260447619.1,175002739.2,32.81,81.63752169,3,0.93
client36,low,North America,502432433.6,33,0.5,2512162.17,3265810.82,-753648.65,-30,service33,1.98,10.63,low,3764816557,1.89,71155032.93,64054056.52,9.98,94.7133,3,4.28
client37,low,North America,487887413.6,28,0.6,2927324.48,3171268.19,-243943.71,-8.33,service1,2.06,10.63,middle,3764816557,2.19,82449482.6,65930902.65,20.03,82.11675,3,3.05
client37,low,North America,487887413.6,28,0.6,2927324.48,3171268.19,-243943.71,-8.33,service2,1.79,9.74,middle,4108829569,2.81,115458110.9,90618360.94,21.51,68.91630762,2,1.33
client37,low,North America,487887413.6,28,0.6,2927324.48,3171268.19,-243943.71,-8.33,service4,1.87,10.7,low,3740186916,1.79,66949345.79,60281080.41,9.96,90.0405,3,4.49
client37,low,North America,487887413.6,28,0.6,2927324.48,3171268.19,-243943.71,-8.33,service5,1.93,6.4,low,6253125000,1.81,113181562.5,102474871.2,9.46,74.112,2,0.39
client37,low,North America,487887413.6,28,0.6,2927324.48,3171268.19,-243943.71,-8.33,service7,2.59,5.77,high,6935875217,4.07,282290121.3,192438628.8,31.83,61.6169274,2,4.76
client37,low,North America,487887413.6,28,0.6,2927324.48,3171268.19,-243943.71,-8.33,service8,1.74,10.31,low,3881668283,1.86,72199030.07,65027614.65,9.93,85.09404579,3,3.72
client37,low,North America,487887413.6,28,0.6,2927324.48,3171268.19,-243943.71,-8.33,service9,2.08,4,middle,10005000000,2.23,223111500,188990814.7,15.29,52,2,3.67
client37,low,North America,487887413.6,28,0.6,2927324.48,3171268.19,-243943.71,-8.33,service11,2.17,11.63,middle,3441100602,2.1,72263112.64,57588521.39,20.31,94.639125,3,1.5
client37,low,North America,487887413.6,28,0.6,2927324.48,3171268.19,-243943.71,-8.33,service12,2.54,4.55,high,8795604396,5.26,462648791.2,325353376.5,29.68,54.20713494,2,2.86
client37,low,North America,487887413.6,28,0.6,2927324.48,3171268.19,-243943.71,-8.33,service14,2.17,4.77,low,8389937107,2.13,178705660.4,161776511.8,9.47,71.15067414,2,7.2
client37,low,North America,487887413.6,28,0.6,2927324.48,3171268.19,-243943.71,-8.33,service16,1.75,2.48,middle,16137096774,2.84,458293548.4,372375888.4,18.75,34.31071261,1,7.24
client37,low,North America,487887413.6,28,0.6,2927324.48,3171268.19,-243943.71,-8.33,service22,2.8,6.08,high,6582236842,3.91,257365460.5,188945517,26.58,68.096,2,9.16
client37,low,North America,487887413.6,28,0.6,2927324.48,3171268.19,-243943.71,-8.33,service23,2,10.64,low,3761278195,1.63,61308834.59,55116260.04,10.1,95.76,3,8.87
client37,low,North America,487887413.6,28,0.6,2927324.48,3171268.19,-243943.71,-8.33,service24,2.85,5.85,middle,6841025641,2.27,155291282.1,125593201.6,19.12,85.92809818,3,0.76
client37,low,North America,487887413.6,28,0.6,2927324.48,3171268.19,-243943.71,-8.33,service25,2.67,2.64,high,15159090909,2.9,439613636.4,312968084.2,28.81,43.45172142,1,6.67
client37,low,North America,487887413.6,28,0.6,2927324.48,3171268.19,-243943.71,-8.33,service27,2.85,5.94,high,6737373737,3.96,266800000,189189680.6,29.09,69.80005514,2,8.46
client37,low,North America,487887413.6,28,0.6,2927324.48,3171268.19,-243943.71,-8.33,service28,2.29,9.53,middle,4199370409,1.99,83567471.14,67305264.56,19.46,86.26574872,3,4.75
client37,low,North America,487887413.6,28,0.6,2927324.48,3171268.19,-243943.71,-8.33,service31,3.86,4.41,high,9074829932,2.87,260447619.1,175002739.2,32.81,81.63752169,3,4.7
client37,low,North America,487887413.6,28,0.6,2927324.48,3171268.19,-243943.71,-8.33,service33,1.98,10.63,low,3764816557,1.89,71155032.93,64054056.52,9.98,94.7133,3,7.88
client46,low,Europe,447607773.4,28,0.6,2685646.64,2909450.53,-223803.89,-8.33,service1,2.06,10.63,middle,3764816557,2.19,82449482.6,65930902.65,20.03,82.11675,3,7.06
client46,low,Europe,447607773.4,28,0.6,2685646.64,2909450.53,-223803.89,-8.33,service2,1.79,9.74,middle,4108829569,2.81,115458110.9,90618360.94,21.51,68.91630762,2,9.36
client46,low,Europe,447607773.4,28,0.6,2685646.64,2909450.53,-223803.89,-8.33,service4,1.87,10.7,low,3740186916,1.79,66949345.79,60281080.41,9.96,90.0405,3,0.65
client46,low,Europe,447607773.4,28,0.6,2685646.64,2909450.53,-223803.89,-8.33,service5,1.93,6.4,low,6253125000,1.81,113181562.5,102474871.2,9.46,74.112,2,4.91
client46,low,Europe,447607773.4,28,0.6,2685646.64,2909450.53,-223803.89,-8.33,service7,2.59,5.77,high,6935875217,4.07,282290121.3,192438628.8,31.83,61.6169274,2,9.38
client46,low,Europe,447607773.4,28,0.6,2685646.64,2909450.53,-223803.89,-8.33,service8,1.74,10.31,low,3881668283,1.86,72199030.07,65027614.65,9.93,85.09404579,3,5.63
client46,low,Europe,447607773.4,28,0.6,2685646.64,2909450.53,-223803.89,-8.33,service9,2.08,4,middle,10005000000,2.23,223111500,188990814.7,15.29,52,2,1.35
client46,low,Europe,447607773.4,28,0.6,2685646.64,2909450.53,-223803.89,-8.33,service11,2.17,11.63,middle,3441100602,2.1,72263112.64,57588521.39,20.31,94.639125,3,6.82
client46,low,Europe,447607773.4,28,0.6,2685646.64,2909450.53,-223803.89,-8.33,service12,2.54,4.55,high,8795604396,5.26,462648791.2,325353376.5,29.68,54.20713494,2,6.89
client46,low,Europe,447607773.4,28,0.6,2685646.64,2909450.53,-223803.89,-8.33,service14,2.17,4.77,low,8389937107,2.13,178705660.4,161776511.8,9.47,71.15067414,2,8.14
client46,low,Europe,447607773.4,28,0.6,2685646.64,2909450.53,-223803.89,-8.33,service16,1.75,2.48,middle,16137096774,2.84,458293548.4,372375888.4,18.75,34.31071261,1,0.92
client46,low,Europe,447607773.4,28,0.6,2685646.64,2909450.53,-223803.89,-8.33,service22,2.8,6.08,high,6582236842,3.91,257365460.5,188945517,26.58,68.096,2,0.94
client46,low,Europe,447607773.4,28,0.6,2685646.64,2909450.53,-223803.89,-8.33,service23,2,10.64,low,3761278195,1.63,61308834.59,55116260.04,10.1,95.76,3,5.56
client46,low,Europe,447607773.4,28,0.6,2685646.64,2909450.53,-223803.89,-8.33,service24,2.85,5.85,middle,6841025641,2.27,155291282.1,125593201.6,19.12,85.92809818,3,4.93
client46,low,Europe,447607773.4,28,0.6,2685646.64,2909450.53,-223803.89,-8.33,service25,2.67,2.64,high,15159090909,2.9,439613636.4,312968084.2,28.81,43.45172142,1,4.01
client46,low,Europe,447607773.4,28,0.6,2685646.64,2909450.53,-223803.89,-8.33,service27,2.85,5.94,high,6737373737,3.96,266800000,189189680.6,29.09,69.80005514,2,6.3
client46,low,Europe,447607773.4,28,0.6,2685646.64,2909450.53,-223803.89,-8.33,service28,2.29,9.53,middle,4199370409,1.99,83567471.14,67305264.56,19.46,86.26574872,3,8.56
client46,low,Europe,447607773.4,28,0.6,2685646.64,2909450.53,-223803.89,-8.33,service31,3.86,4.41,high,9074829932,2.87,260447619.1,175002739.2,32.81,81.63752169,3,6.88
client46,low,Europe,447607773.4,28,0.6,2685646.64,2909450.53,-223803.89,-8.33,service33,1.98,10.63,low,3764816557,1.89,71155032.93,64054056.52,9.98,94.7133,3,6.35
client47,low,Europe,314816579.9,26,0.6,1888899.48,2046307.77,-157408.29,-8.33,service1,2.06,10.63,middle,3764816557,2.19,82449482.6,65930902.65,20.03,82.11675,3,2.02
client47,low,Europe,314816579.9,26,0.6,1888899.48,2046307.77,-157408.29,-8.33,service2,1.79,9.74,middle,4108829569,2.81,115458110.9,90618360.94,21.51,68.91630762,2,6.2
client47,low,Europe,314816579.9,26,0.6,1888899.48,2046307.77,-157408.29,-8.33,service4,1.87,10.7,low,3740186916,1.79,66949345.79,60281080.41,9.96,90.0405,3,3.55
client47,low,Europe,314816579.9,26,0.6,1888899.48,2046307.77,-157408.29,-8.33,service5,1.93,6.4,low,6253125000,1.81,113181562.5,102474871.2,9.46,74.112,2,0.97
client47,low,Europe,314816579.9,26,0.6,1888899.48,2046307.77,-157408.29,-8.33,service7,2.59,5.77,high,6935875217,4.07,282290121.3,192438628.8,31.83,61.6169274,2,9.24
client47,low,Europe,314816579.9,26,0.6,1888899.48,2046307.77,-157408.29,-8.33,service8,1.74,10.31,low,3881668283,1.86,72199030.07,65027614.65,9.93,85.09404579,3,1.84
client47,low,Europe,314816579.9,26,0.6,1888899.48,2046307.77,-157408.29,-8.33,service9,2.08,4,middle,10005000000,2.23,223111500,188990814.7,15.29,52,2,2.47
client47,low,Europe,314816579.9,26,0.6,1888899.48,2046307.77,-157408.29,-8.33,service11,2.17,11.63,middle,3441100602,2.1,72263112.64,57588521.39,20.31,94.639125,3,0.82
client47,low,Europe,314816579.9,26,0.6,1888899.48,2046307.77,-157408.29,-8.33,service12,2.54,4.55,high,8795604396,5.26,462648791.2,325353376.5,29.68,54.20713494,2,8.27
client47,low,Europe,314816579.9,26,0.6,1888899.48,2046307.77,-157408.29,-8.33,service14,2.17,4.77,low,8389937107,2.13,178705660.4,161776511.8,9.47,71.15067414,2,5.03
client47,low,Europe,314816579.9,26,0.6,1888899.48,2046307.77,-157408.29,-8.33,service16,1.75,2.48,middle,16137096774,2.84,458293548.4,372375888.4,18.75,34.31071261,1,9.11
client47,low,Europe,314816579.9,26,0.6,1888899.48,2046307.77,-157408.29,-8.33,service22,2.8,6.08,high,6582236842,3.91,257365460.5,188945517,26.58,68.096,2,8.99
client47,low,Europe,314816579.9,26,0.6,1888899.48,2046307.77,-157408.29,-8.33,service23,2,10.64,low,3761278195,1.63,61308834.59,55116260.04,10.1,95.76,3,2.46
client47,low,Europe,314816579.9,26,0.6,1888899.48,2046307.77,-157408.29,-8.33,service24,2.85,5.85,middle,6841025641,2.27,155291282.1,125593201.6,19.12,85.92809818,3,6.83
client47,low,Europe,314816579.9,26,0.6,1888899.48,2046307.77,-157408.29,-8.33,service25,2.67,2.64,high,15159090909,2.9,439613636.4,312968084.2,28.81,43.45172142,1,3.33
client47,low,Europe,314816579.9,26,0.6,1888899.48,2046307.77,-157408.29,-8.33,service27,2.85,5.94,high,6737373737,3.96,266800000,189189680.6,29.09,69.80005514,2,6.09
client47,low,Europe,314816579.9,26,0.6,1888899.48,2046307.77,-157408.29,-8.33,service28,2.29,9.53,middle,4199370409,1.99,83567471.14,67305264.56,19.46,86.26574872,3,7.86
client47,low,Europe,314816579.9,26,0.6,1888899.48,2046307.77,-157408.29,-8.33,service31,3.86,4.41,high,9074829932,2.87,260447619.1,175002739.2,32.81,81.63752169,3,8.76
client47,low,Europe,314816579.9,26,0.6,1888899.48,2046307.77,-157408.29,-8.33,service33,1.98,10.63,low,3764816557,1.89,71155032.93,64054056.52,9.98,94.7133,3,0.13
client48,low,Europe,531718742.6,35,0.5,2658593.71,3456171.83,-797578.12,-30,service1,2.06,10.63,middle,3764816557,2.19,82449482.6,65930902.65,20.03,82.11675,3,0.56
client48,low,Europe,531718742.6,35,0.5,2658593.71,3456171.83,-797578.12,-30,service2,1.79,9.74,middle,4108829569,2.81,115458110.9,90618360.94,21.51,68.91630762,2,0.02
client48,low,Europe,531718742.6,35,0.5,2658593.71,3456171.83,-797578.12,-30,service4,1.87,10.7,low,3740186916,1.79,66949345.79,60281080.41,9.96,90.0405,3,0.88
client48,low,Europe,531718742.6,35,0.5,2658593.71,3456171.83,-797578.12,-30,service5,1.93,6.4,low,6253125000,1.81,113181562.5,102474871.2,9.46,74.112,2,8.92
client48,low,Europe,531718742.6,35,0.5,2658593.71,3456171.83,-797578.12,-30,service7,2.59,5.77,high,6935875217,4.07,282290121.3,192438628.8,31.83,61.6169274,2,2.1
client48,low,Europe,531718742.6,35,0.5,2658593.71,3456171.83,-797578.12,-30,service8,1.74,10.31,low,3881668283,1.86,72199030.07,65027614.65,9.93,85.09404579,3,8.3
client48,low,Europe,531718742.6,35,0.5,2658593.71,3456171.83,-797578.12,-30,service9,2.08,4,middle,10005000000,2.23,223111500,188990814.7,15.29,52,2,2.81
client48,low,Europe,531718742.6,35,0.5,2658593.71,3456171.83,-797578.12,-30,service11,2.17,11.63,middle,3441100602,2.1,72263112.64,57588521.39,20.31,94.639125,3,8.66
client48,low,Europe,531718742.6,35,0.5,2658593.71,3456171.83,-797578.12,-30,service12,2.54,4.55,high,8795604396,5.26,462648791.2,325353376.5,29.68,54.20713494,2,7.29
client48,low,Europe,531718742.6,35,0.5,2658593.71,3456171.83,-797578.12,-30,service14,2.17,4.77,low,8389937107,2.13,178705660.4,161776511.8,9.47,71.15067414,2,9.41
client48,low,Europe,531718742.6,35,0.5,2658593.71,3456171.83,-797578.12,-30,service16,1.75,2.48,middle,16137096774,2.84,458293548.4,372375888.4,18.75,34.31071261,1,7.69
client48,low,Europe,531718742.6,35,0.5,2658593.71,3456171.83,-797578.12,-30,service22,2.8,6.08,high,6582236842,3.91,257365460.5,188945517,26.58,68.096,2,5.44
client48,low,Europe,531718742.6,35,0.5,2658593.71,3456171.83,-797578.12,-30,service23,2,10.64,low,3761278195,1.63,61308834.59,55116260.04,10.1,95.76,3,2.07
client48,low,Europe,531718742.6,35,0.5,2658593.71,3456171.83,-797578.12,-30,service24,2.85,5.85,middle,6841025641,2.27,155291282.1,125593201.6,19.12,85.92809818,3,3.07
client48,low,Europe,531718742.6,35,0.5,2658593.71,3456171.83,-797578.12,-30,service25,2.67,2.64,high,15159090909,2.9,439613636.4,312968084.2,28.81,43.45172142,1,4.19
client48,low,Europe,531718742.6,35,0.5,2658593.71,3456171.83,-797578.12,-30,service27,2.85,5.94,high,6737373737,3.96,266800000,189189680.6,29.09,69.80005514,2,7.78
client48,low,Europe,531718742.6,35,0.5,2658593.71,3456171.83,-797578.12,-30,service28,2.29,9.53,middle,4199370409,1.99,83567471.14,67305264.56,19.46,86.26574872,3,0.2
client48,low,Europe,531718742.6,35,0.5,2658593.71,3456171.83,-797578.12,-30,service31,3.86,4.41,high,9074829932,2.87,260447619.1,175002739.2,32.81,81.63752169,3,5.07
client48,low,Europe,531718742.6,35,0.5,2658593.71,3456171.83,-797578.12,-30,service33,1.98,10.63,low,3764816557,1.89,71155032.93,64054056.52,9.98,94.7133,3,7.53
client49,low,Europe,474454455,28,0.6,2846726.73,3083953.96,-237227.23,-8.33,service1,2.06,10.63,middle,3764816557,2.19,82449482.6,65930902.65,20.03,82.11675,3,7.08
client49,low,Europe,474454455,28,0.6,2846726.73,3083953.96,-237227.23,-8.33,service2,1.79,9.74,middle,4108829569,2.81,115458110.9,90618360.94,21.51,68.91630762,2,0.79
client49,low,Europe,474454455,28,0.6,2846726.73,3083953.96,-237227.23,-8.33,service4,1.87,10.7,low,3740186916,1.79,66949345.79,60281080.41,9.96,90.0405,3,7.51
client49,low,Europe,474454455,28,0.6,2846726.73,3083953.96,-237227.23,-8.33,service5,1.93,6.4,low,6253125000,1.81,113181562.5,102474871.2,9.46,74.112,2,2.81
client49,low,Europe,474454455,28,0.6,2846726.73,3083953.96,-237227.23,-8.33,service7,2.59,5.77,high,6935875217,4.07,282290121.3,192438628.8,31.83,61.6169274,2,2.57
client49,low,Europe,474454455,28,0.6,2846726.73,3083953.96,-237227.23,-8.33,service8,1.74,10.31,low,3881668283,1.86,72199030.07,65027614.65,9.93,85.09404579,3,4.4
